TIGR01958	PE_Scaf8449_0.8
TIGR01070	PE_Scaf6837_2.8
TIGR02969	PE_Scaf5249_0.12
TIGR00453	PE_Scaf1644_1.6
TIGR02326	PE_Scaf9099_12.11
TIGR02326	PE_Scaf9099_12.11
TIGR01816	PE_Scaf1481_9.4
TIGR01697	PE_Scaf5913_7.5
TIGR03903	PE_Scaf11769_3.5
TIGR03724	PE_Scaf11769_3.5
TIGR01170	PE_Scaf11091_9.5
TIGR01804	PE_Scaf3865_0.8
TIGR00460	PE_Scaf3865_0.8
TIGR03903	PE_Scaf8257_1.5
TIGR00864	PE_Scaf2162_0.8
TIGR00864	PE_Scaf2162_0.8
TIGR00859	PE_Scaf11900_2.0
TIGR02917	PE_Scaf2442_2.5
TIGR02917	PE_Scaf2442_2.5
TIGR02552	PE_Scaf2442_2.5
TIGR01216	PE_Scaf12509_11.2
TIGR03895	PE_Scaf4679_5.7
TIGR01096	PE_Scaf2075_1.13
TIGR02605	PE_Scaf10482_1.3
TIGR02605	PE_Scaf10482_1.3
TIGR02605	PE_Scaf10482_1.3
TIGR02605	PE_Scaf10482_1.3
TIGR02605	PE_Scaf10482_1.3
TIGR02605	PE_Scaf10482_1.3
TIGR02605	PE_Scaf10482_1.3
TIGR02605	PE_Scaf10482_1.3
TIGR02605	PE_Scaf10482_1.3
TIGR02605	PE_Scaf10482_1.3
TIGR02605	PE_Scaf10482_1.3
TIGR02605	PE_Scaf10482_1.3
TIGR00622	PE_Scaf10482_1.3
TIGR00622	PE_Scaf10482_1.3
TIGR00622	PE_Scaf10482_1.3
TIGR00622	PE_Scaf10482_1.3
TIGR00622	PE_Scaf10482_1.3
TIGR00622	PE_Scaf10482_1.3
TIGR00622	PE_Scaf10482_1.3
TIGR00622	PE_Scaf10482_1.3
TIGR00622	PE_Scaf10482_1.3
TIGR00622	PE_Scaf10482_1.3
TIGR01302	PE_Scaf7121_1.8
TIGR01302	PE_Scaf7121_1.8
TIGR03033	PE_Scaf10838_0.5
TIGR00861	PE_Scaf3933_0.13
TIGR00894	PE_Scaf800_3.3
TIGR01289	PE_Scaf2609_1.4
TIGR01289	PE_Scaf2609_1.4
TIGR01289	PE_Scaf2609_1.4
TIGR01405	PE_Scaf4194_8.6
TIGR00860	PE_Scaf10437_2.9
TIGR00860	PE_Scaf10437_2.9
TIGR00870	PE_Scaf4671_4.4
TIGR00870	PE_Scaf4671_4.4
TIGR00870	PE_Scaf4671_4.4
TIGR00870	PE_Scaf4671_4.4
TIGR00870	PE_Scaf4671_4.4
TIGR00870	PE_Scaf4671_4.4
TIGR00911	PE_Scaf7369_1.2
TIGR01243	PE_Scaf3620_1.5
TIGR03689	PE_Scaf3620_1.5
TIGR00859	PE_Scaf4048_0.3
TIGR00860	PE_Scaf3866_2.5
TIGR00860	PE_Scaf3866_2.5
TIGR02063	PE_Scaf9276_2.27
TIGR02063	PE_Scaf9276_2.27
TIGR00376	PE_Scaf9276_2.27
TIGR00376	PE_Scaf9276_2.27
TIGR00633	PE_Scaf11572_0.6
TIGR02168	PE_Scaf2395_6.3
TIGR00231	PE_Scaf11592_3.4
TIGR02729	PE_Scaf10420_6.5
TIGR00436	PE_Scaf10420_6.5
TIGR03597	PE_Scaf10420_6.5
TIGR03156	PE_Scaf10420_6.5
TIGR02917	PE_Scaf2592_3.11
TIGR02917	PE_Scaf2592_3.11
TIGR02917	PE_Scaf2592_3.11
TIGR03531	PE_Scaf7756_6.1
TIGR00859	PE_Scaf80_1.4
TIGR00859	PE_Scaf80_1.4
TIGR00951	PE_Scaf5179_0.1
TIGR02475	PE_Scaf4821_2.8
TIGR03598	PE_Scaf9006_0.1
TIGR03598	PE_Scaf9006_0.1
TIGR02168	PE_Scaf20_3.5
TIGR02168	PE_Scaf20_3.5
TIGR02168	PE_Scaf20_3.5
TIGR02168	PE_Scaf20_3.5
TIGR02168	PE_Scaf20_3.5
TIGR02168	PE_Scaf20_3.5
TIGR01804	PE_Scaf5470_0.3
TIGR03971	PE_Scaf10230_0.2
TIGR03971	PE_Scaf10230_0.2
TIGR03417	PE_Scaf9323_5.14
TIGR03417	PE_Scaf9323_5.14
TIGR01257	PE_Scaf6297_0.7
TIGR00845	PE_Scaf7761_0.10
TIGR00957	PE_Scaf9890_2.4
TIGR00032	PE_Scaf11850_3.9
TIGR00231	PE_Scaf148_1.1
TIGR02279	PE_Scaf3111_2.4
TIGR01331	PE_Scaf5990_0.20
TIGR02067	PE_Scaf5990_0.20
TIGR03547	PE_Scaf1968_1.9
TIGR03547	PE_Scaf1968_1.9
TIGR03547	PE_Scaf1968_1.9
TIGR00859	PE_Scaf5849_2.7
TIGR03207	PE_Scaf6397_2.15
TIGR03204	PE_Scaf6397_2.15
TIGR03162	PE_Scaf8880_5.5
TIGR03162	PE_Scaf8880_5.5
TIGR01235	PE_Scaf9658_2.9
TIGR03903	PE_Scaf9502_0.9
TIGR02969	PE_Scaf5249_0.13
TIGR00957	PE_Scaf2011_2.2
TIGR00196	PE_Scaf2077_0.7
TIGR01700	PE_Scaf5913_9.2
TIGR00820	PE_Scaf7902_3.3
TIGR01444	PE_Scaf6139_7.9
TIGR01444	PE_Scaf6139_7.9
TIGR01967	PE_Scaf11769_3.7
TIGR00768	PE_Scaf3865_2.2
TIGR01499	PE_Scaf8257_1.10
TIGR01301	PE_Scaf6220_5.7
TIGR01301	PE_Scaf6220_5.7
TIGR00792	PE_Scaf6220_5.7
TIGR03903	PE_Scaf2939_0.6
TIGR03903	PE_Scaf2939_0.6
TIGR00864	PE_Scaf2162_0.9
TIGR03630	PE_Scaf5805_0.18
TIGR00868	PE_Scaf9520_0.3
TIGR00868	PE_Scaf9520_0.3
TIGR00231	PE_Scaf3444_5.1
TIGR00231	PE_Scaf3444_5.1
TIGR00861	PE_Scaf3933_0.14
TIGR01962	PE_Scaf8323_1.27
TIGR03574	PE_Scaf2609_1.12
TIGR03724	PE_Scaf8991_3.5
TIGR04503	PE_Scaf3543_6.14
TIGR04503	PE_Scaf3543_6.14
TIGR02168	PE_Scaf12192_4.0
TIGR02168	PE_Scaf12192_4.0
TIGR00335	PE_Scaf7341_15.7
TIGR00911	PE_Scaf7369_2.3
TIGR03724	PE_Scaf12427_23.6
TIGR03724	PE_Scaf12427_23.6
TIGR01130	PE_Scaf3620_2.7
TIGR01830	PE_Scaf11704_11.5
TIGR01733	PE_Scaf10695_0.2
TIGR01733	PE_Scaf10695_0.2
TIGR01733	PE_Scaf10695_0.2
TIGR02262	PE_Scaf10695_0.2
TIGR02262	PE_Scaf10695_0.2
TIGR00717	PE_Scaf3660_3.2
TIGR00717	PE_Scaf3660_3.2
TIGR00717	PE_Scaf3660_3.2
TIGR00717	PE_Scaf3660_3.2
TIGR00717	PE_Scaf3660_3.2
TIGR00717	PE_Scaf3660_3.2
TIGR00717	PE_Scaf3660_3.2
TIGR00717	PE_Scaf3660_3.2
TIGR00717	PE_Scaf3660_3.2
TIGR02917	PE_Scaf3660_3.2
TIGR02917	PE_Scaf3660_3.2
TIGR00860	PE_Scaf3866_2.8
TIGR00860	PE_Scaf3866_2.8
TIGR00860	PE_Scaf3866_2.8
TIGR01241	PE_Scaf4936_1.11
TIGR01241	PE_Scaf4936_1.11
TIGR00231	PE_Scaf11120_7.1
TIGR03729	PE_Scaf20_7.2
TIGR01351	PE_Scaf1189_0.7
TIGR01351	PE_Scaf1189_0.7
TIGR00881	PE_Scaf147_5.4
TIGR00881	PE_Scaf147_5.4
TIGR00881	PE_Scaf147_5.4
TIGR00815	PE_Scaf9323_6.4
TIGR01969	PE_Scaf6297_0.3
TIGR01969	PE_Scaf6297_0.3
TIGR03371	PE_Scaf6297_0.3
TIGR01628	PE_Scaf3104_4.9
TIGR01642	PE_Scaf3104_4.9
TIGR04242	PE_Scaf6609_7.2
TIGR03937	PE_Scaf6609_7.2
TIGR03937	PE_Scaf6609_7.2
TIGR03937	PE_Scaf6609_7.2
TIGR03903	PE_Scaf3111_2.3
TIGR01243	PE_Scaf10697_1.9
TIGR01243	PE_Scaf10697_1.9
TIGR01243	PE_Scaf10697_1.9
TIGR03591	PE_Scaf7645_5.4
TIGR03591	PE_Scaf7645_5.4
TIGR03591	PE_Scaf7645_5.4
TIGR03591	PE_Scaf7645_5.4
TIGR03591	PE_Scaf7645_5.4
TIGR03591	PE_Scaf7645_5.4
TIGR03591	PE_Scaf7645_5.4
TIGR03591	PE_Scaf7645_5.4
TIGR03591	PE_Scaf7645_5.4
TIGR03591	PE_Scaf7645_5.4
TIGR03591	PE_Scaf7645_5.4
TIGR03591	PE_Scaf7645_5.4
TIGR03591	PE_Scaf7645_5.4
TIGR03665	PE_Scaf7645_5.4
TIGR03665	PE_Scaf7645_5.4
TIGR01952	PE_Scaf7645_5.4
TIGR02716	PE_Scaf599_0.9
TIGR00864	PE_Scaf8322_2.7
TIGR03903	PE_Scaf1109_1.3
TIGR02427	PE_Scaf3568_2.6
TIGR02427	PE_Scaf3568_2.6
TIGR03547	PE_Scaf9091_0.4
TIGR03547	PE_Scaf9091_0.4
TIGR03547	PE_Scaf9091_0.4
TIGR03548	PE_Scaf9091_0.4
TIGR01810	PE_Scaf6397_2.8
TIGR01575	PE_Scaf2086_1.11
TIGR03903	PE_Scaf8714_1.4
TIGR00813	PE_Scaf7062_0.0
TIGR02969	PE_Scaf5249_0.15
TIGR02478	PE_Scaf1481_10.7
TIGR02478	PE_Scaf1481_10.7
TIGR02378	PE_Scaf2310_4.6
TIGR03903	PE_Scaf8099_12.2
TIGR01971	PE_Scaf12500_12.9
TIGR02179	PE_Scaf12500_12.9
TIGR02936	PE_Scaf12500_12.9
TIGR02169	PE_Scaf2862_4.12
TIGR02169	PE_Scaf2862_4.12
TIGR02168	PE_Scaf2862_4.12
TIGR01385	PE_Scaf3130_0.3
TIGR01385	PE_Scaf3130_0.3
TIGR01923	PE_Scaf9563_3.1
TIGR02427	PE_Scaf7021_7.1
TIGR03903	PE_Scaf1855_0.27
TIGR02169	PE_Scaf3865_3.3
TIGR03098	PE_Scaf8257_3.6
TIGR00519	PE_Scaf7575_6.5
TIGR00870	PE_Scaf7575_6.5
TIGR02381	PE_Scaf746_1.3
TIGR00231	PE_Scaf4750_11.4
TIGR03450	PE_Scaf341_2.15
TIGR00805	PE_Scaf4765_1.6
TIGR00723	PE_Scaf8593_2.5
TIGR00722	PE_Scaf8593_2.5
TIGR01382	PE_Scaf9825_4.3
TIGR04026	PE_Scaf1066_0.0
TIGR04026	PE_Scaf1066_0.0
TIGR04026	PE_Scaf1066_0.0
TIGR04026	PE_Scaf1066_0.0
TIGR04026	PE_Scaf1066_0.0
TIGR04026	PE_Scaf1066_0.0
TIGR04026	PE_Scaf1066_0.0
TIGR04026	PE_Scaf1066_0.0
TIGR04026	PE_Scaf1066_0.0
TIGR04026	PE_Scaf1066_0.0
TIGR04026	PE_Scaf1066_0.0
TIGR03000	PE_Scaf4857_17.14
TIGR03000	PE_Scaf4857_17.14
TIGR03000	PE_Scaf4857_17.14
TIGR03000	PE_Scaf4857_17.14
TIGR03000	PE_Scaf4857_17.14
TIGR03000	PE_Scaf4857_17.14
TIGR00389	PE_Scaf4144_1.4
TIGR00389	PE_Scaf4144_1.4
TIGR00389	PE_Scaf4144_1.4
TIGR01657	PE_Scaf7144_4.3
TIGR03472	PE_Scaf10410_5.4
TIGR02620	PE_Scaf1750_5.0
TIGR02620	PE_Scaf1750_5.0
TIGR02620	PE_Scaf1750_5.0
TIGR02620	PE_Scaf1750_5.0
TIGR02620	PE_Scaf1750_5.0
TIGR02620	PE_Scaf1750_5.0
TIGR02620	PE_Scaf1750_5.0
TIGR00870	PE_Scaf5119_3.0
TIGR00870	PE_Scaf5119_3.0
TIGR00870	PE_Scaf5119_3.0
TIGR00870	PE_Scaf5119_3.0
TIGR00797	PE_Scaf7421_2.6
TIGR01408	PE_Scaf6531_2.4
TIGR01511	PE_Scaf6589_5.10
TIGR01511	PE_Scaf6589_5.10
TIGR00003	PE_Scaf6589_5.10
TIGR00003	PE_Scaf6589_5.10
TIGR02280	PE_Scaf2609_1.28
TIGR02280	PE_Scaf2609_1.28
TIGR01289	PE_Scaf2609_1.28
TIGR01289	PE_Scaf2609_1.28
TIGR01241	PE_Scaf10824_0.2
TIGR01458	PE_Scaf4671_5.12
TIGR00231	PE_Scaf12569_3.6
TIGR03799	PE_Scaf2357_2.13
TIGR00911	PE_Scaf7369_2.1
TIGR02180	PE_Scaf12427_23.12
TIGR00901	PE_Scaf11704_11.4
TIGR01931	PE_Scaf2562_2.3
TIGR01257	PE_Scaf5836_1.3
TIGR00419	PE_Scaf7795_0.3
TIGR03405	PE_Scaf4578_3.13
TIGR02638	PE_Scaf4578_3.13
TIGR03903	PE_Scaf4335_9.24
TIGR00868	PE_Scaf9308_3.8
TIGR02168	PE_Scaf2973_4.3
TIGR02168	PE_Scaf2973_4.3
TIGR02168	PE_Scaf2973_4.3
TIGR02400	PE_Scaf4936_3.4
TIGR02400	PE_Scaf4936_3.4
TIGR02400	PE_Scaf4936_3.4
TIGR00685	PE_Scaf4936_3.4
TIGR03903	PE_Scaf1076_6.5
TIGR00387	PE_Scaf7817_0.16
TIGR00387	PE_Scaf7817_0.16
TIGR00860	PE_Scaf4962_6.8
TIGR00860	PE_Scaf4962_6.8
TIGR00859	PE_Scaf10170_6.7
TIGR02279	PE_Scaf2440_11.1
TIGR00859	PE_Scaf11262_1.2
TIGR02176	PE_Scaf7222_8.8
TIGR01931	PE_Scaf7222_8.8
TIGR03710	PE_Scaf7222_8.8
TIGR01934	PE_Scaf4449_8.7
TIGR00604	PE_Scaf6538_0.3
TIGR00899	PE_Scaf1698_0.4
TIGR00899	PE_Scaf1698_0.4
TIGR02644	PE_Scaf10355_0.5
TIGR03903	PE_Scaf5990_0.10
TIGR02251	PE_Scaf7645_6.7
TIGR00785	PE_Scaf10636_11.3
TIGR00785	PE_Scaf10636_11.3
TIGR00785	PE_Scaf10636_11.3
TIGR03903	PE_Scaf6504_2.7
TIGR01197	PE_Scaf3663_4.4
TIGR00860	PE_Scaf2238_5.10
TIGR00588	PE_Scaf8642_2.1
TIGR01405	PE_Scaf9658_5.8
TIGR01406	PE_Scaf9658_5.8
TIGR01407	PE_Scaf9658_5.8
TIGR03413	PE_Scaf10432_0.4
TIGR00868	PE_Scaf5550_0.8
TIGR02715	PE_Scaf6755_0.4
TIGR02715	PE_Scaf6755_0.4
TIGR02713	PE_Scaf6755_0.4
TIGR00898	PE_Scaf11383_12.2
TIGR00990	PE_Scaf11661_30.7
TIGR03903	PE_Scaf12537_7.4
TIGR01444	PE_Scaf6139_7.7
TIGR00589	PE_Scaf3991_1.12
TIGR00860	PE_Scaf3865_4.3
TIGR01825	PE_Scaf7575_6.4
TIGR04121	PE_Scaf8043_0.9
TIGR04121	PE_Scaf8043_0.9
TIGR04121	PE_Scaf8043_0.9
TIGR04121	PE_Scaf8043_0.9
TIGR00643	PE_Scaf8043_0.9
TIGR03158	PE_Scaf8043_0.9
TIGR03591	PE_Scaf10378_2.13
TIGR03591	PE_Scaf10378_2.13
TIGR03903	PE_Scaf7574_2.10
TIGR02969	PE_Scaf1905_0.4
TIGR01448	PE_Scaf9690_2.1
TIGR02065	PE_Scaf3444_6.2
TIGR03724	PE_Scaf1952_0.2
TIGR03903	PE_Scaf1952_0.2
TIGR01967	PE_Scaf301_2.5
TIGR01967	PE_Scaf301_2.5
TIGR01967	PE_Scaf301_2.5
TIGR02072	PE_Scaf3640_11.1
TIGR01311	PE_Scaf8323_1.7
TIGR01830	PE_Scaf2033_0.11
TIGR01448	PE_Scaf5717_3.11
TIGR01448	PE_Scaf5717_3.11
TIGR00797	PE_Scaf7421_2.8
TIGR00797	PE_Scaf7421_2.8
TIGR00859	PE_Scaf10058_0.4
TIGR00990	PE_Scaf7112_0.3
TIGR00990	PE_Scaf7112_0.3
TIGR03633	PE_Scaf7685_13.9
TIGR02440	PE_Scaf2609_1.8
TIGR00604	PE_Scaf10824_1.10
TIGR01385	PE_Scaf2032_3.13
TIGR00870	PE_Scaf7369_4.1
TIGR02169	PE_Scaf8477_0.5
TIGR02169	PE_Scaf8477_0.5
TIGR01522	PE_Scaf11704_13.6
TIGR03467	PE_Scaf8094_1.3
TIGR03467	PE_Scaf8094_1.3
TIGR00870	PE_Scaf3012_1.11
TIGR00870	PE_Scaf3012_1.11
TIGR00870	PE_Scaf3012_1.11
TIGR00870	PE_Scaf3012_1.11
TIGR00376	PE_Scaf9276_2.25
TIGR00376	PE_Scaf9276_2.25
TIGR00376	PE_Scaf9276_2.25
TIGR00376	PE_Scaf9276_2.25
TIGR02638	PE_Scaf4578_3.10
TIGR00868	PE_Scaf193_0.2
TIGR00870	PE_Scaf7701_0.1
TIGR00870	PE_Scaf7701_0.1
TIGR00870	PE_Scaf7701_0.1
TIGR00870	PE_Scaf7701_0.1
TIGR00870	PE_Scaf7701_0.1
TIGR00870	PE_Scaf7701_0.1
TIGR00218	PE_Scaf2592_3.9
TIGR00893	PE_Scaf1076_7.2
TIGR00893	PE_Scaf1076_7.2
TIGR00880	PE_Scaf1076_7.2
TIGR00917	PE_Scaf4962_6.6
TIGR03965	PE_Scaf11671_0.5
TIGR03965	PE_Scaf11671_0.5
TIGR00091	PE_Scaf4164_0.10
TIGR00990	PE_Scaf11145_2.4
TIGR00599	PE_Scaf11145_2.4
TIGR00599	PE_Scaf11145_2.4
TIGR00599	PE_Scaf11145_2.4
TIGR02917	PE_Scaf11145_2.4
TIGR01251	PE_Scaf5159_1.10
TIGR00870	PE_Scaf12202_5.4
TIGR00870	PE_Scaf12202_5.4
TIGR00870	PE_Scaf12202_5.4
TIGR00870	PE_Scaf12202_5.4
TIGR00870	PE_Scaf12202_5.4
TIGR00870	PE_Scaf12202_5.4
TIGR00870	PE_Scaf12202_5.4
TIGR01405	PE_Scaf6582_4.4
TIGR03903	PE_Scaf7222_9.11
TIGR00586	PE_Scaf12390_1.11
TIGR00899	PE_Scaf1698_1.5
TIGR00899	PE_Scaf1698_1.5
TIGR00899	PE_Scaf1698_1.5
TIGR01163	PE_Scaf10796_3.1
TIGR00859	PE_Scaf6609_10.9
TIGR00859	PE_Scaf6609_10.9
TIGR01973	PE_Scaf5090_0.4
TIGR01810	PE_Scaf10697_1.7
TIGR00593	PE_Scaf2799_4.4
TIGR00859	PE_Scaf5849_3.14
TIGR01264	PE_Scaf4590_4.2
TIGR00475	PE_Scaf1109_2.6
TIGR03680	PE_Scaf1109_2.6
TIGR01197	PE_Scaf3663_5.4
TIGR00868	PE_Scaf5550_0.7
TIGR00870	PE_Scaf5643_0.3
TIGR00870	PE_Scaf5643_0.3
TIGR00870	PE_Scaf5643_0.3
TIGR00870	PE_Scaf5643_0.3
TIGR00870	PE_Scaf5643_0.3
TIGR00870	PE_Scaf5643_0.3
TIGR00870	PE_Scaf5643_0.3
TIGR00870	PE_Scaf5643_0.3
TIGR00870	PE_Scaf5643_0.3
TIGR00870	PE_Scaf5643_0.3
TIGR00870	PE_Scaf5643_0.3
TIGR00870	PE_Scaf5643_0.3
TIGR00870	PE_Scaf5643_0.3
TIGR00870	PE_Scaf5643_0.3
TIGR00229	PE_Scaf913_1.6
TIGR01622	PE_Scaf11661_30.5
TIGR01622	PE_Scaf11661_30.5
TIGR01622	PE_Scaf11661_30.5
TIGR01622	PE_Scaf11661_30.5
TIGR01622	PE_Scaf11661_30.5
TIGR01622	PE_Scaf11661_30.5
TIGR01628	PE_Scaf11661_30.5
TIGR00859	PE_Scaf2988_3.6
TIGR00859	PE_Scaf8192_4.3
TIGR00859	PE_Scaf8192_4.3
TIGR00859	PE_Scaf8192_4.3
TIGR00859	PE_Scaf8192_4.3
TIGR00865	PE_Scaf7902_9.1
TIGR02917	PE_Scaf11769_5.9
TIGR02917	PE_Scaf11769_5.9
TIGR02521	PE_Scaf11769_5.9
TIGR01810	PE_Scaf3114_0.7
TIGR02169	PE_Scaf3991_1.9
TIGR02169	PE_Scaf3991_1.9
TIGR00903	PE_Scaf8043_0.10
TIGR01203	PE_Scaf6302_1.9
TIGR00892	PE_Scaf10378_2.12
TIGR03724	PE_Scaf3560_16.2
TIGR01134	PE_Scaf1084_2.12
TIGR01096	PE_Scaf2075_1.9
TIGR01096	PE_Scaf2075_1.9
TIGR01628	PE_Scaf7145_0.6
TIGR01628	PE_Scaf7145_0.6
TIGR01628	PE_Scaf7145_0.6
TIGR01628	PE_Scaf7145_0.6
TIGR01622	PE_Scaf7145_0.6
TIGR01622	PE_Scaf7145_0.6
TIGR01830	PE_Scaf2033_0.19
TIGR03065	PE_Scaf7421_2.1
TIGR03065	PE_Scaf7421_2.1
TIGR03065	PE_Scaf7421_2.1
TIGR03065	PE_Scaf7421_2.1
TIGR03065	PE_Scaf7421_2.1
TIGR03065	PE_Scaf7421_2.1
TIGR03065	PE_Scaf7421_2.1
TIGR01967	PE_Scaf8672_1.12
TIGR03591	PE_Scaf8672_1.12
TIGR03591	PE_Scaf8672_1.12
TIGR01171	PE_Scaf1116_3.7
TIGR01171	PE_Scaf1116_3.7
TIGR01171	PE_Scaf1116_3.7
TIGR01171	PE_Scaf1116_3.7
TIGR01171	PE_Scaf1116_3.7
TIGR01171	PE_Scaf1116_3.7
TIGR01171	PE_Scaf1116_3.7
TIGR01171	PE_Scaf1116_3.7
TIGR01171	PE_Scaf1116_3.7
TIGR01171	PE_Scaf1116_3.7
TIGR01171	PE_Scaf1116_3.7
TIGR00859	PE_Scaf5337_2.3
TIGR02917	PE_Scaf4194_10.6
TIGR01930	PE_Scaf8255_1.6
TIGR00892	PE_Scaf1966_2.4
TIGR00892	PE_Scaf1966_2.4
TIGR00592	PE_Scaf10471_1.10
TIGR00592	PE_Scaf10471_1.10
TIGR00592	PE_Scaf10471_1.10
TIGR03903	PE_Scaf2065_1.7
TIGR01257	PE_Scaf256_0.4
TIGR03799	PE_Scaf2357_2.12
TIGR00622	PE_Scaf2383_2.3
TIGR00622	PE_Scaf2383_2.3
TIGR00622	PE_Scaf2383_2.3
TIGR00622	PE_Scaf2383_2.3
TIGR00622	PE_Scaf2383_2.3
TIGR00622	PE_Scaf2383_2.3
TIGR00622	PE_Scaf2383_2.3
TIGR00622	PE_Scaf2383_2.3
TIGR00622	PE_Scaf2383_2.3
TIGR02862	PE_Scaf3866_6.0
TIGR02862	PE_Scaf3866_6.0
TIGR02862	PE_Scaf3866_6.0
TIGR02862	PE_Scaf3866_6.0
TIGR02862	PE_Scaf3866_6.0
TIGR02862	PE_Scaf3866_6.0
TIGR01126	PE_Scaf12208_3.9
TIGR02638	PE_Scaf4578_3.11
TIGR02638	PE_Scaf4578_3.11
TIGR00860	PE_Scaf1592_4.21
TIGR00860	PE_Scaf1592_4.21
TIGR00873	PE_Scaf983_3.3
TIGR00861	PE_Scaf1349_2.6
TIGR00511	PE_Scaf6238_0.3
TIGR00792	PE_Scaf12081_0.2
TIGR01455	PE_Scaf20_9.6
TIGR01455	PE_Scaf20_9.6
TIGR01455	PE_Scaf20_9.6
TIGR01455	PE_Scaf20_9.6
TIGR00012	PE_Scaf6191_2.4
TIGR00012	PE_Scaf6191_2.4
TIGR00012	PE_Scaf6191_2.4
TIGR01658	PE_Scaf11327_5.2
TIGR00517	PE_Scaf848_0.1
TIGR04486	PE_Scaf4756_13.6
TIGR01390	PE_Scaf4756_13.6
TIGR04362	PE_Scaf8617_1.3
TIGR01852	PE_Scaf3228_0.4
TIGR03137	PE_Scaf6582_6.1
TIGR01431	PE_Scaf8411_0.13
TIGR00840	PE_Scaf1147_0.3
TIGR00840	PE_Scaf1147_0.3
TIGR00898	PE_Scaf238_0.4
TIGR03388	PE_Scaf2564_6.3
TIGR03388	PE_Scaf2564_6.3
TIGR03390	PE_Scaf2564_6.3
TIGR01262	PE_Scaf3111_5.8
TIGR00214	PE_Scaf954_3.22
TIGR02281	PE_Scaf7645_7.6
TIGR00482	PE_Scaf2799_4.6
TIGR00859	PE_Scaf5849_3.18
TIGR03057	PE_Scaf9497_6.0
TIGR03057	PE_Scaf9497_6.0
TIGR03057	PE_Scaf9497_6.0
TIGR03057	PE_Scaf9497_6.0
TIGR03057	PE_Scaf9497_6.0
TIGR03057	PE_Scaf9497_6.0
TIGR03057	PE_Scaf9497_6.0
TIGR03057	PE_Scaf9497_6.0
TIGR03057	PE_Scaf9497_6.0
TIGR01381	PE_Scaf3663_8.3
TIGR00874	PE_Scaf4637_4.12
TIGR00874	PE_Scaf4637_4.12
TIGR00874	PE_Scaf4637_4.12
TIGR00208	PE_Scaf8933_4.0
TIGR00208	PE_Scaf8933_4.0
TIGR00208	PE_Scaf8933_4.0
TIGR00208	PE_Scaf8933_4.0
TIGR00208	PE_Scaf8933_4.0
TIGR00208	PE_Scaf8933_4.0
TIGR00208	PE_Scaf8933_4.0
TIGR00208	PE_Scaf8933_4.0
TIGR00208	PE_Scaf8933_4.0
TIGR00208	PE_Scaf8933_4.0
TIGR00208	PE_Scaf8933_4.0
TIGR00208	PE_Scaf8933_4.0
TIGR00208	PE_Scaf8933_4.0
TIGR00208	PE_Scaf8933_4.0
TIGR00208	PE_Scaf8933_4.0
TIGR00208	PE_Scaf8933_4.0
TIGR02917	PE_Scaf4918_5.5
TIGR02917	PE_Scaf4918_5.5
TIGR02521	PE_Scaf4918_5.5
TIGR00868	PE_Scaf5550_0.11
TIGR00868	PE_Scaf5550_0.11
TIGR00867	PE_Scaf1522_0.5
TIGR00867	PE_Scaf1522_0.5
TIGR00868	PE_Scaf4135_0.3
TIGR01923	PE_Scaf4468_8.6
TIGR01923	PE_Scaf4468_8.6
TIGR01126	PE_Scaf3944_0.4
TIGR01126	PE_Scaf3944_0.4
TIGR01126	PE_Scaf3944_0.4
TIGR01126	PE_Scaf3944_0.4
TIGR01126	PE_Scaf3944_0.4
TIGR01126	PE_Scaf3944_0.4
TIGR00385	PE_Scaf3944_0.4
TIGR02349	PE_Scaf3944_0.4
TIGR02521	PE_Scaf5802_2.8
TIGR02521	PE_Scaf5802_2.8
TIGR00540	PE_Scaf5802_2.8
TIGR00990	PE_Scaf5802_2.8
TIGR01536	PE_Scaf7575_10.14
TIGR01536	PE_Scaf7575_10.14
TIGR01536	PE_Scaf7575_10.14
TIGR01536	PE_Scaf7575_10.14
TIGR01628	PE_Scaf4750_13.5
TIGR01628	PE_Scaf4750_13.5
TIGR01628	PE_Scaf4750_13.5
TIGR01622	PE_Scaf4750_13.5
TIGR01622	PE_Scaf4750_13.5
TIGR00106	PE_Scaf8043_0.16
TIGR00106	PE_Scaf8043_0.16
TIGR00106	PE_Scaf8043_0.16
TIGR00106	PE_Scaf8043_0.16
TIGR00106	PE_Scaf8043_0.16
TIGR00106	PE_Scaf8043_0.16
TIGR00106	PE_Scaf8043_0.16
TIGR00106	PE_Scaf8043_0.16
TIGR00106	PE_Scaf8043_0.16
TIGR00106	PE_Scaf8043_0.16
TIGR00106	PE_Scaf8043_0.16
TIGR00106	PE_Scaf8043_0.16
TIGR00106	PE_Scaf8043_0.16
TIGR00106	PE_Scaf8043_0.16
TIGR03543	PE_Scaf8043_0.16
TIGR03543	PE_Scaf8043_0.16
TIGR02705	PE_Scaf341_3.5
TIGR02168	PE_Scaf10201_1.6
TIGR02168	PE_Scaf10201_1.6
TIGR02168	PE_Scaf10201_1.6
TIGR02168	PE_Scaf10201_1.6
TIGR02168	PE_Scaf10201_1.6
TIGR02168	PE_Scaf10201_1.6
TIGR02168	PE_Scaf10201_1.6
TIGR02168	PE_Scaf10201_1.6
TIGR02168	PE_Scaf4815_0.7
TIGR02168	PE_Scaf4815_0.7
TIGR02168	PE_Scaf4815_0.7
TIGR00870	PE_Scaf10298_1.7
TIGR00870	PE_Scaf10298_1.7
TIGR02969	PE_Scaf1905_2.8
