# Species	Genes	Alg.-Conn.	clean_P08H-3.faa	clean_Pec.faa	clean_R07B-5.faa
3	4	0.114	augustus-ctg587_pilon-processed-gene-1.4-mRNA-1	PE_Scaf174_2.3	maker-ctg737_pilon-protein2genome-gene-1.28-mRNA-1,maker-ctg339_pilon-protein2genome-gene-0.17-mRNA-1
3	4	0.114	augustus_masked-ctg3_pilon-processed-gene-12.14-mRNA-1	PE_Scaf7477_1.7,PE_Scaf1280_1.4	maker-ctg736_pilon-protein2genome-gene-4.58-mRNA-1
3	4	0.114	augustus_masked-ctg44_pilon-processed-gene-6.3-mRNA-1	PE_Scaf1198_2.10,PE_Scaf7130_8.15	maker-ctg662_pilon-protein2genome-gene-1.75-mRNA-1
3	4	0.114	maker-ctg264_pilon-augustus-gene-2.15-mRNA-1	PE_Scaf4760_3.4	maker-ctg312_pilon-protein2genome-gene-5.20-mRNA-1,maker-ctg1170_pilon-protein2genome-gene-0.17-mRNA-1
3	4	0.114	maker-ctg80_pilon-augustus-gene-0.19-mRNA-1	PE_Scaf2706_0.1,PE_Scaf6385_0.9	maker-ctg768_pilon-protein2genome-gene-1.10-mRNA-1
3	4	0.113	augustus-ctg326_pilon-processed-gene-4.61-mRNA-1	PE_Scaf3462_2.6	maker-ctg159_pilon-est_gff_est2genome-gene-2.1-mRNA-1,maker-ctg159_pilon-est_gff_est2genome-gene-2.4-mRNA-1
3	4	0.113	augustus_masked-ctg185_pilon-processed-gene-4.7-mRNA-1	PE_Scaf8423_0.2	augustus_masked-ctg544_pilon-processed-gene-2.15-mRNA-1,augustus-ctg275_pilon-processed-gene-1.32-mRNA-1
3	4	0.112	augustus-ctg138_pilon-processed-gene-3.4-mRNA-1	PE_Scaf3640_2.6	augustus_masked-ctg660_pilon-processed-gene-5.42-mRNA-1,augustus-ctg47_pilon-processed-gene-6.19-mRNA-1
3	4	0.112	augustus-ctg15_pilon-processed-gene-2.107-mRNA-1,maker-ctg2565_pilon-augustus-gene-0.5-mRNA-1	PE_Scaf10916_4.5	augustus-ctg1430_pilon-processed-gene-0.17-mRNA-1
3	4	0.112	augustus-ctg683_pilon-processed-gene-2.48-mRNA-1	PE_Scaf4214_1.9	augustus_masked-ctg135_pilon-processed-gene-4.20-mRNA-1,augustus-ctg135_pilon-processed-gene-4.22-mRNA-1
3	4	0.112	maker-ctg681_pilon-protein2genome-gene-1.28-mRNA-1	PE_Scaf12464_2.1	maker-ctg1472_pilon-protein2genome-gene-0.20-mRNA-1,maker-ctg1188_pilon-protein2genome-gene-0.29-mRNA-1
3	4	0.112	maker-ctg845_pilon-augustus-gene-2.107-mRNA-1,augustus-ctg92_pilon-processed-gene-2.38-mRNA-1	PE_Scaf12174_0.7	maker-ctg202_pilon-protein2genome-gene-3.19-mRNA-1
3	4	0.111	augustus-ctg222_pilon-processed-gene-4.16-mRNA-1	PE_Scaf12285_0.4	maker-ctg151_pilon-augustus-gene-4.15-mRNA-1,maker-ctg1050_pilon-protein2genome-gene-1.6-mRNA-1
3	4	0.111	maker-ctg1_pilon-augustus-gene-24.20-mRNA-1,maker-ctg204_pilon-augustus-gene-10.60-mRNA-1	PE_Scaf6558_3.4	augustus-ctg818_pilon-processed-gene-1.17-mRNA-1
3	4	0.11	augustus-ctg421_pilon-processed-gene-0.14-mRNA-1,maker-ctg127_pilon-augustus-gene-14.29-mRNA-1	PE_Scaf8759_1.3	maker-ctg1252_pilon-protein2genome-gene-0.25-mRNA-1
3	4	0.11	augustus-ctg845_pilon-processed-gene-2.11-mRNA-1	PE_Scaf12445_3.3,PE_Scaf6976_2.6	maker-ctg1338_pilon-protein2genome-gene-0.37-mRNA-1
3	4	0.109	augustus-ctg158_pilon-processed-gene-5.17-mRNA-1	PE_Scaf1121_8.3	maker-ctg85_pilon-protein2genome-gene-3.3-mRNA-1,maker-ctg1571_pilon-protein2genome-gene-1.1-mRNA-1
3	4	0.109	augustus_masked-ctg637_pilon-processed-gene-1.55-mRNA-1	PE_Scaf1641_0.3,PE_Scaf6891_0.3	maker-ctg1122_pilon-protein2genome-gene-0.23-mRNA-1
3	4	0.108	augustus_masked-ctg1030_pilon-processed-gene-0.18-mRNA-1	PE_Scaf4384_1.7	maker-ctg651_pilon-protein2genome-gene-1.30-mRNA-1,augustus_masked-ctg608_pilon-processed-gene-0.10-mRNA-1
3	4	0.107	augustus-ctg297_pilon-processed-gene-2.16-mRNA-1	PE_Scaf2594_18.3,PE_Scaf5511_2.17	maker-ctg106_pilon-protein2genome-gene-6.16-mRNA-1
3	4	0.106	augustus-ctg195_pilon-processed-gene-3.77-mRNA-1,augustus-ctg195_pilon-processed-gene-3.78-mRNA-1	PE_Scaf4879_1.4	augustus_masked-ctg242_pilon-processed-gene-3.8-mRNA-1
3	4	0.106	augustus-ctg250_pilon-processed-gene-2.43-mRNA-1,maker-ctg104_pilon-augustus-gene-4.2-mRNA-1	PE_Scaf11029_1.13	maker-ctg36_pilon-augustus-gene-0.0-mRNA-1
3	4	0.106	augustus-ctg390_pilon-processed-gene-2.124-mRNA-1	PE_Scaf3889_2.2	maker-ctg1702_pilon-augustus-gene-0.2-mRNA-1,maker-ctg1634_pilon-protein2genome-gene-0.28-mRNA-1
3	4	0.106	maker-ctg20_pilon-augustus-gene-9.5-mRNA-1	PE_Scaf7230_4.3	maker-ctg797_pilon-protein2genome-gene-0.28-mRNA-1,maker-ctg531_pilon-protein2genome-gene-2.47-mRNA-1
3	4	0.106	maker-ctg54_pilon-augustus-gene-2.4-mRNA-1,augustus-ctg247_pilon-processed-gene-0.45-mRNA-1	PE_Scaf4124_4.1	maker-ctg287_pilon-protein2genome-gene-3.7-mRNA-1
3	4	0.105	maker-ctg159_pilon-augustus-gene-5.35-mRNA-1	PE_Scaf1584_4.9	maker-ctg115_pilon-protein2genome-gene-15.3-mRNA-1,maker-ctg115_pilon-protein2genome-gene-14.0-mRNA-1
3	4	0.105	maker-ctg202_pilon-augustus-gene-6.67-mRNA-1	PE_Scaf6908_10.22,PE_Scaf6908_10.5	maker-ctg331_pilon-protein2genome-gene-1.28-mRNA-1
3	4	0.104	augustus-ctg101_pilon-processed-gene-0.20-mRNA-1	PE_Scaf8872_2.1	maker-ctg54_pilon-protein2genome-gene-3.13-mRNA-1,maker-ctg54_pilon-protein2genome-gene-3.14-mRNA-1
3	4	0.104	augustus_masked-ctg31_pilon-processed-gene-9.31-mRNA-1	PE_Scaf9099_14.3,PE_Scaf9099_14.2	maker-ctg269_pilon-protein2genome-gene-0.0-mRNA-1
3	4	0.103	augustus-ctg79_pilon-processed-gene-3.25-mRNA-1,maker-ctg79_pilon-augustus-gene-9.6-mRNA-1	PE_Scaf8446_1.4	maker-ctg613_pilon-protein2genome-gene-2.3-mRNA-1
3	4	0.103	maker-ctg197_pilon-augustus-gene-1.32-mRNA-1,augustus-ctg518_pilon-processed-gene-2.12-mRNA-1	PE_Scaf3937_14.4	maker-ctg115_pilon-protein2genome-gene-4.11-mRNA-1
3	4	0.102	augustus-ctg50_pilon-processed-gene-7.27-mRNA-1,augustus-ctg683_pilon-processed-gene-3.62-mRNA-1	PE_Scaf9477_11.3	maker-ctg3893_pilon-protein2genome-gene-0.1-mRNA-1
3	4	0.101	augustus-ctg3_pilon-processed-gene-33.65-mRNA-1	PE_Scaf9833_1.13	maker-ctg929_pilon-protein2genome-gene-0.34-mRNA-1,augustus_masked-ctg341_pilon-processed-gene-2.15-mRNA-1
3	4	0.101	augustus-ctg57_pilon-processed-gene-4.98-mRNA-1	PE_Scaf1669_3.2	augustus-ctg325_pilon-processed-gene-2.46-mRNA-1,maker-ctg325_pilon-protein2genome-gene-2.62-mRNA-1
3	4	0.101	augustus_masked-ctg1368_pilon-processed-gene-0.7-mRNA-1	PE_Scaf987_0.7,PE_Scaf9078_0.8	maker-ctg57_pilon-protein2genome-gene-6.70-mRNA-1
3	3	1	augustus-ctg16_pilon-processed-gene-4.26-mRNA-1	PE_Scaf650_0.7	maker-ctg109_pilon-protein2genome-gene-5.3-mRNA-1
3	3	1	augustus-ctg266_pilon-processed-gene-3.24-mRNA-1	PE_Scaf8096_4.15	maker-ctg4_pilon-protein2genome-gene-2.22-mRNA-1
3	3	1	augustus-ctg347_pilon-processed-gene-3.11-mRNA-1	PE_Scaf1095_2.3	maker-ctg843_pilon-protein2genome-gene-0.12-mRNA-1
3	3	1	augustus-ctg417_pilon-processed-gene-4.21-mRNA-1	PE_Scaf3887_0.1	maker-ctg88_pilon-protein2genome-gene-1.29-mRNA-1
3	3	1	augustus-ctg5_pilon-processed-gene-17.31-mRNA-1	PE_Scaf2357_1.8	maker-ctg298_pilon-protein2genome-gene-2.17-mRNA-1
3	3	1	augustus-ctg897_pilon-processed-gene-0.42-mRNA-1	PE_Scaf4360_10.8	augustus-ctg1641_pilon-processed-gene-0.1-mRNA-1
3	3	1	augustus_masked-ctg193_pilon-processed-gene-2.73-mRNA-1	PE_Scaf9490_4.1	maker-ctg8_pilon-protein2genome-gene-5.16-mRNA-1
3	3	1	maker-ctg170_pilon-augustus-gene-4.40-mRNA-1	PE_Scaf9162_7.6	maker-ctg521_pilon-protein2genome-gene-0.0-mRNA-1
3	3	1	maker-ctg273_pilon-augustus-gene-3.89-mRNA-1	PE_Scaf2395_7.9	augustus-ctg247_pilon-processed-gene-2.78-mRNA-1
3	3	1	maker-ctg40_pilon-augustus-gene-3.110-mRNA-1	PE_Scaf6386_1.11	augustus-ctg33_pilon-processed-gene-3.0-mRNA-1
3	3	1	maker-ctg44_pilon-augustus-gene-3.67-mRNA-1	PE_Scaf10975_0.3	maker-ctg165_pilon-protein2genome-gene-4.2-mRNA-1
3	3	1	maker-ctg455_pilon-augustus-gene-7.80-mRNA-1	PE_Scaf3252_0.2	maker-ctg845_pilon-protein2genome-gene-1.10-mRNA-1
3	3	1	maker-ctg545_pilon-augustus-gene-4.86-mRNA-1	PE_Scaf426_0.2	maker-ctg693_pilon-est2genome-gene-0.24-mRNA-1
3	3	1	maker-ctg575_pilon-augustus-gene-1.43-mRNA-1	PE_Scaf11016_4.9	maker-ctg78_pilon-protein2genome-gene-2.10-mRNA-1
3	3	1	maker-ctg577_pilon-augustus-gene-3.26-mRNA-1	PE_Scaf12255_2.5	maker-ctg364_pilon-protein2genome-gene-3.50-mRNA-1
3	3	1	maker-ctg66_pilon-augustus-gene-3.12-mRNA-1	PE_Scaf4046_5.12	maker-ctg400_pilon-protein2genome-gene-2.15-mRNA-1
3	3	1	maker-ctg683_pilon-augustus-gene-3.147-mRNA-1	PE_Scaf10614_4.5	maker-ctg1468_pilon-protein2genome-gene-0.63-mRNA-1
3	3	1	maker-ctg72_pilon-augustus-gene-7.46-mRNA-1	PE_Scaf6585_0.5	maker-ctg1470_pilon-protein2genome-gene-0.38-mRNA-1
3	3	1	maker-ctg733_pilon-augustus-gene-0.12-mRNA-1	PE_Scaf10203_0.6	maker-ctg339_pilon-protein2genome-gene-2.6-mRNA-1
3	3	1	maker-ctg829_pilon-augustus-gene-0.107-mRNA-1	PE_Scaf8479_3.8	maker-ctg1356_pilon-augustus-gene-0.60-mRNA-1
3	3	1	maker-ctg91_pilon-est_gff_est2genome-gene-6.7-mRNA-1	PE_Scaf12167_7.13	maker-ctg601_pilon-est2genome-gene-2.40-mRNA-1
3	3	0.979	augustus-ctg372_pilon-processed-gene-1.23-mRNA-1	PE_Scaf2764_4.11	augustus-ctg164_pilon-processed-gene-3.22-mRNA-1
3	3	0.979	maker-ctg333_pilon-augustus-gene-3.29-mRNA-1	PE_Scaf1515_14.4	augustus-ctg542_pilon-processed-gene-1.34-mRNA-1
3	3	0.976	maker-ctg25_pilon-est_gff_est2genome-gene-10.0-mRNA-1	PE_Scaf4356_0.3	maker-ctg235_pilon-augustus-gene-3.70-mRNA-1
3	3	0.973	augustus-ctg737_pilon-processed-gene-4.30-mRNA-1	PE_Scaf1362_1.5	maker-ctg530_pilon-protein2genome-gene-0.8-mRNA-1
3	3	0.972	augustus-ctg18_pilon-processed-gene-8.24-mRNA-1	PE_Scaf5002_6.5	maker-ctg588_pilon-protein2genome-gene-1.5-mRNA-1
3	3	0.967	augustus-ctg61_pilon-processed-gene-1.16-mRNA-1	PE_Scaf1119_6.5	maker-ctg37_pilon-protein2genome-gene-7.19-mRNA-1
3	3	0.967	augustus_masked-ctg396_pilon-processed-gene-1.0-mRNA-1	PE_Scaf3944_3.6	maker-ctg169_pilon-protein2genome-gene-4.12-mRNA-1
3	3	0.965	augustus-ctg699_pilon-processed-gene-2.15-mRNA-1	PE_Scaf1540_6.5	maker-ctg499_pilon-protein2genome-gene-0.19-mRNA-1
3	3	0.962	maker-ctg451_pilon-augustus-gene-1.60-mRNA-1	PE_Scaf7621_2.7	maker-ctg777_pilon-protein2genome-gene-1.50-mRNA-1
3	3	0.958	augustus-ctg145_pilon-processed-gene-5.35-mRNA-1	PE_Scaf7561_0.9	augustus-ctg583_pilon-processed-gene-0.39-mRNA-1
3	3	0.958	augustus-ctg449_pilon-processed-gene-4.11-mRNA-1	PE_Scaf2179_0.10	maker-ctg138_pilon-protein2genome-gene-2.19-mRNA-1
3	3	0.958	augustus_masked-ctg75_pilon-processed-gene-8.9-mRNA-1	PE_Scaf11756_4.7	maker-ctg896_pilon-protein2genome-gene-1.5-mRNA-1
3	3	0.957	augustus-ctg97_pilon-processed-gene-3.31-mRNA-1	PE_Scaf11952_0.4	maker-ctg345_pilon-protein2genome-gene-4.38-mRNA-1
3	3	0.956	augustus-ctg367_pilon-processed-gene-2.4-mRNA-1	PE_Scaf10608_0.3	maker-ctg1_pilon-protein2genome-gene-8.14-mRNA-1
3	3	0.954	augustus-ctg233_pilon-processed-gene-3.22-mRNA-1	PE_Scaf8125_0.8	augustus-ctg319_pilon-processed-gene-2.25-mRNA-1
3	3	0.952	augustus-ctg489_pilon-processed-gene-0.5-mRNA-1	PE_Scaf4702_4.2	maker-ctg38_pilon-protein2genome-gene-3.41-mRNA-1
3	3	0.952	maker-ctg275_pilon-augustus-gene-12.29-mRNA-1	PE_Scaf11597_0.9	maker-ctg597_pilon-protein2genome-gene-0.41-mRNA-1
3	3	0.95	augustus-ctg427_pilon-processed-gene-7.37-mRNA-1	PE_Scaf9099_20.3	augustus-ctg164_pilon-processed-gene-2.43-mRNA-1
3	3	0.95	maker-ctg108_pilon-augustus-gene-4.2-mRNA-1	PE_Scaf5757_4.2	maker-ctg1267_pilon-protein2genome-gene-0.11-mRNA-1
3	3	0.949	augustus-ctg555_pilon-processed-gene-4.50-mRNA-1	PE_Scaf4335_3.3	maker-ctg9_pilon-augustus-gene-1.0-mRNA-1
3	3	0.949	augustus-ctg55_pilon-processed-gene-4.19-mRNA-1	PE_Scaf2346_4.4	augustus-ctg1473_pilon-processed-gene-0.27-mRNA-1
3	3	0.949	augustus_masked-ctg642_pilon-processed-gene-2.5-mRNA-1	PE_Scaf7894_3.3	maker-ctg788_pilon-protein2genome-gene-0.4-mRNA-1
3	3	0.949	maker-ctg110_pilon-augustus-gene-5.154-mRNA-1	PE_Scaf5300_3.2	augustus-ctg1216_pilon-processed-gene-0.31-mRNA-1
3	3	0.949	maker-ctg414_pilon-augustus-gene-3.41-mRNA-1	PE_Scaf4548_8.30	maker-ctg835_pilon-est_gff_est2genome-gene-0.5-mRNA-1
3	3	0.949	maker-ctg433_pilon-augustus-gene-3.23-mRNA-1	PE_Scaf11148_5.12	augustus-ctg1746_pilon-processed-gene-0.10-mRNA-1
3	3	0.948	augustus_masked-ctg269_pilon-processed-gene-2.9-mRNA-1	PE_Scaf6245_2.7	maker-ctg410_pilon-protein2genome-gene-0.7-mRNA-1
3	3	0.947	augustus-ctg141_pilon-processed-gene-10.67-mRNA-1	PE_Scaf5907_7.3	augustus-ctg1307_pilon-processed-gene-1.24-mRNA-1
3	3	0.947	augustus-ctg25_pilon-processed-gene-10.23-mRNA-1	PE_Scaf1076_6.5	augustus-ctg49_pilon-processed-gene-1.7-mRNA-1
3	3	0.947	augustus-ctg845_pilon-processed-gene-1.12-mRNA-1	PE_Scaf147_5.4	maker-ctg418_pilon-protein2genome-gene-2.45-mRNA-1
3	3	0.946	augustus-ctg154_pilon-processed-gene-9.40-mRNA-1	PE_Scaf1829_3.1	maker-ctg1692_pilon-protein2genome-gene-0.13-mRNA-1
3	3	0.946	augustus-ctg25_pilon-processed-gene-3.69-mRNA-1	PE_Scaf3034_1.4	maker-ctg109_pilon-protein2genome-gene-0.0-mRNA-1
3	3	0.944	augustus-ctg1045_pilon-processed-gene-0.17-mRNA-1	PE_Scaf10232_5.9	maker-ctg717_pilon-protein2genome-gene-0.47-mRNA-1
3	3	0.944	augustus-ctg15_pilon-processed-gene-19.75-mRNA-1	PE_Scaf1236_10.5	maker-ctg112_pilon-protein2genome-gene-2.26-mRNA-1
3	3	0.944	maker-ctg434_pilon-augustus-gene-2.26-mRNA-1	PE_Scaf6287_1.3	maker-ctg284_pilon-protein2genome-gene-2.33-mRNA-1
3	3	0.944	maker-ctg681_pilon-augustus-gene-2.22-mRNA-1	PE_Scaf8807_2.6	maker-ctg664_pilon-protein2genome-gene-2.49-mRNA-1
3	3	0.944	maker-ctg97_pilon-augustus-gene-4.3-mRNA-1	PE_Scaf1323_0.13	maker-ctg101_pilon-protein2genome-gene-1.11-mRNA-1
3	3	0.943	augustus-ctg249_pilon-processed-gene-3.73-mRNA-1	PE_Scaf9301_2.10	augustus-ctg956_pilon-processed-gene-0.6-mRNA-1
3	3	0.942	augustus-ctg521_pilon-processed-gene-0.4-mRNA-1	PE_Scaf10317_7.2	maker-ctg2_pilon-protein2genome-gene-8.7-mRNA-1
3	3	0.941	maker-ctg3_pilon-augustus-gene-29.11-mRNA-1	PE_Scaf8089_0.5	maker-ctg994_pilon-protein2genome-gene-2.33-mRNA-1
3	3	0.939	augustus_masked-ctg227_pilon-processed-gene-6.63-mRNA-1	PE_Scaf6310_1.19	maker-ctg407_pilon-est2genome-gene-3.63-mRNA-1
3	3	0.939	maker-ctg161_pilon-augustus-gene-12.21-mRNA-1	PE_Scaf10541_5.4	maker-ctg535_pilon-protein2genome-gene-1.44-mRNA-1
3	3	0.939	maker-ctg3_pilon-augustus-gene-13.46-mRNA-1	PE_Scaf6508_4.8	augustus-ctg162_pilon-processed-gene-2.17-mRNA-1
3	3	0.939	maker-ctg838_pilon-augustus-gene-1.64-mRNA-1	PE_Scaf11208_4.11	maker-ctg35_pilon-est2genome-gene-0.14-mRNA-1
3	3	0.938	maker-ctg6_pilon-augustus-gene-10.1-mRNA-1	PE_Scaf1353_0.2	maker-ctg768_pilon-protein2genome-gene-0.3-mRNA-1
3	3	0.937	augustus-ctg180_pilon-processed-gene-1.52-mRNA-1	PE_Scaf6553_3.10	maker-ctg1294_pilon-protein2genome-gene-1.55-mRNA-1
3	3	0.937	augustus-ctg38_pilon-processed-gene-3.13-mRNA-1	PE_Scaf1140_1.6	maker-ctg12_pilon-protein2genome-gene-10.2-mRNA-1
3	3	0.935	maker-ctg356_pilon-augustus-gene-6.42-mRNA-1	PE_Scaf3141_11.2	maker-ctg157_pilon-protein2genome-gene-4.13-mRNA-1
3	3	0.934	augustus-ctg40_pilon-processed-gene-21.2-mRNA-1	PE_Scaf1243_7.2	maker-ctg533_pilon-protein2genome-gene-0.4-mRNA-1
3	3	0.934	augustus_masked-ctg9_pilon-processed-gene-3.23-mRNA-1	PE_Scaf9445_3.3	maker-ctg149_pilon-protein2genome-gene-4.14-mRNA-1
3	3	0.933	augustus-ctg125_pilon-processed-gene-0.8-mRNA-1	PE_Scaf4970_7.2	maker-ctg253_pilon-protein2genome-gene-1.2-mRNA-1
3	3	0.933	augustus-ctg192_pilon-processed-gene-1.12-mRNA-1	PE_Scaf11524_3.3	maker-ctg637_pilon-protein2genome-gene-0.2-mRNA-1
3	3	0.933	augustus-ctg303_pilon-processed-gene-0.12-mRNA-1	PE_Scaf8314_5.11	maker-ctg80_pilon-protein2genome-gene-0.11-mRNA-1
3	3	0.933	augustus-ctg36_pilon-processed-gene-3.2-mRNA-1	PE_Scaf247_3.10	maker-ctg11_pilon-protein2genome-gene-5.3-mRNA-1
3	3	0.933	augustus-ctg379_pilon-processed-gene-1.69-mRNA-1	PE_Scaf110_20.2	maker-ctg4_pilon-protein2genome-gene-11.32-mRNA-1
3	3	0.933	augustus-ctg37_pilon-processed-gene-13.39-mRNA-1	PE_Scaf8314_2.3	maker-ctg80_pilon-protein2genome-gene-1.1-mRNA-1
3	3	0.933	augustus-ctg4_pilon-processed-gene-2.3-mRNA-1	PE_Scaf2221_0.17	maker-ctg520_pilon-protein2genome-gene-0.9-mRNA-1
3	3	0.933	augustus-ctg981_pilon-processed-gene-0.50-mRNA-1	PE_Scaf10921_0.3	maker-ctg36_pilon-protein2genome-gene-6.19-mRNA-1
3	3	0.933	augustus_masked-ctg276_pilon-processed-gene-0.7-mRNA-1	PE_Scaf9185_1.2	maker-ctg167_pilon-protein2genome-gene-4.48-mRNA-1
3	3	0.933	augustus_masked-ctg979_pilon-processed-gene-2.57-mRNA-1	PE_Scaf1394_0.7	maker-ctg138_pilon-est2genome-gene-1.10-mRNA-1
3	3	0.933	maker-ctg211_pilon-augustus-gene-1.48-mRNA-1	PE_Scaf364_1.5	maker-ctg307_pilon-protein2genome-gene-2.91-mRNA-1
3	3	0.933	maker-ctg32_pilon-augustus-gene-23.48-mRNA-1	PE_Scaf7621_2.13	maker-ctg777_pilon-protein2genome-gene-1.34-mRNA-1
3	3	0.933	maker-ctg358_pilon-augustus-gene-2.66-mRNA-1	PE_Scaf1183_0.3	maker-ctg315_pilon-protein2genome-gene-1.26-mRNA-1
3	3	0.933	maker-ctg69_pilon-augustus-gene-1.31-mRNA-1	PE_Scaf2626_1.6	maker-ctg55_pilon-augustus-gene-8.95-mRNA-1
3	3	0.933	maker-ctg6_pilon-augustus-gene-10.6-mRNA-1	PE_Scaf9708_6.7	maker-ctg30_pilon-protein2genome-gene-2.12-mRNA-1
3	3	0.931	maker-ctg692_pilon-augustus-gene-3.45-mRNA-1	PE_Scaf2592_3.11	maker-ctg1345_pilon-protein2genome-gene-0.47-mRNA-1
3	3	0.93	augustus-ctg169_pilon-processed-gene-2.12-mRNA-1	PE_Scaf2488_5.4	maker-ctg773_pilon-protein2genome-gene-0.0-mRNA-1
3	3	0.93	augustus-ctg237_pilon-processed-gene-4.58-mRNA-1	PE_Scaf8070_2.17	maker-ctg270_pilon-protein2genome-gene-0.27-mRNA-1
3	3	0.93	augustus-ctg272_pilon-processed-gene-2.36-mRNA-1	PE_Scaf8646_5.5	maker-ctg174_pilon-protein2genome-gene-1.5-mRNA-1
3	3	0.93	augustus-ctg436_pilon-processed-gene-1.17-mRNA-1	PE_Scaf5700_0.11	maker-ctg59_pilon-protein2genome-gene-1.28-mRNA-1
3	3	0.93	augustus-ctg5_pilon-processed-gene-17.30-mRNA-1	PE_Scaf6103_0.12	maker-ctg1288_pilon-protein2genome-gene-0.15-mRNA-1
3	3	0.93	augustus_masked-ctg954_pilon-processed-gene-0.11-mRNA-1	PE_Scaf4834_1.5	maker-ctg95_pilon-protein2genome-gene-6.23-mRNA-1
3	3	0.93	maker-ctg14_pilon-augustus-gene-2.1-mRNA-1	PE_Scaf9187_2.10	maker-ctg28_pilon-protein2genome-gene-6.37-mRNA-1
3	3	0.93	maker-ctg382_pilon-augustus-gene-3.0-mRNA-1	PE_Scaf10930_4.3	maker-ctg375_pilon-protein2genome-gene-2.71-mRNA-1
3	3	0.93	maker-ctg485_pilon-augustus-gene-0.22-mRNA-1	PE_Scaf8255_1.6	maker-ctg742_pilon-protein2genome-gene-0.2-mRNA-1
3	3	0.929	augustus-ctg200_pilon-processed-gene-1.4-mRNA-1	PE_Scaf6773_3.5	maker-ctg364_pilon-protein2genome-gene-4.70-mRNA-1
3	3	0.929	augustus-ctg475_pilon-processed-gene-2.77-mRNA-1	PE_Scaf12536_1.14	augustus-ctg43_pilon-processed-gene-5.83-mRNA-1
3	3	0.928	augustus-ctg12_pilon-processed-gene-8.48-mRNA-1	PE_Scaf4282_7.2	maker-ctg994_pilon-protein2genome-gene-1.6-mRNA-1
3	3	0.928	augustus-ctg14_pilon-processed-gene-2.38-mRNA-1	PE_Scaf9641_1.6	maker-ctg1156_pilon-protein2genome-gene-2.7-mRNA-1
3	3	0.928	augustus-ctg41_pilon-processed-gene-12.6-mRNA-1	PE_Scaf12500_6.4	augustus-ctg477_pilon-processed-gene-3.36-mRNA-1
3	3	0.928	augustus-ctg704_pilon-processed-gene-2.5-mRNA-1	PE_Scaf11183_4.6	maker-ctg859_pilon-protein2genome-gene-1.19-mRNA-1
3	3	0.926	augustus-ctg1549_pilon-processed-gene-0.14-mRNA-1	PE_Scaf8047_4.5	maker-ctg233_pilon-protein2genome-gene-3.17-mRNA-1
3	3	0.926	augustus-ctg177_pilon-processed-gene-2.23-mRNA-1	PE_Scaf4459_1.8	maker-ctg66_pilon-protein2genome-gene-5.12-mRNA-1
3	3	0.926	augustus-ctg197_pilon-processed-gene-5.5-mRNA-1	PE_Scaf7165_7.3	maker-ctg13_pilon-protein2genome-gene-7.0-mRNA-1
3	3	0.926	augustus-ctg506_pilon-processed-gene-2.50-mRNA-1	PE_Scaf1444_5.10	maker-ctg589_pilon-protein2genome-gene-2.13-mRNA-1
3	3	0.926	maker-ctg10_pilon-augustus-gene-0.28-mRNA-1	PE_Scaf12390_8.9	maker-ctg1595_pilon-protein2genome-gene-0.36-mRNA-1
3	3	0.926	maker-ctg1109_pilon-augustus-gene-0.33-mRNA-1	PE_Scaf7574_2.10	maker-ctg1578_pilon-protein2genome-gene-0.9-mRNA-1
3	3	0.926	maker-ctg113_pilon-augustus-gene-5.31-mRNA-1	PE_Scaf12200_2.1	augustus-ctg519_pilon-processed-gene-3.7-mRNA-1
3	3	0.926	maker-ctg247_pilon-augustus-gene-1.5-mRNA-1	PE_Scaf1990_4.1	maker-ctg383_pilon-protein2genome-gene-4.48-mRNA-1
3	3	0.926	maker-ctg501_pilon-augustus-gene-6.10-mRNA-1	PE_Scaf4843_14.8	maker-ctg212_pilon-protein2genome-gene-3.11-mRNA-1
3	3	0.926	maker-ctg543_pilon-augustus-gene-0.33-mRNA-1	PE_Scaf2192_15.7	maker-ctg41_pilon-protein2genome-gene-2.16-mRNA-1
3	3	0.926	maker-ctg778_pilon-augustus-gene-0.30-mRNA-1	PE_Scaf12187_1.5	maker-ctg842_pilon-protein2genome-gene-1.2-mRNA-1
3	3	0.926	maker-ctg84_pilon-augustus-gene-0.79-mRNA-1	PE_Scaf8704_0.2	augustus-ctg673_pilon-processed-gene-0.11-mRNA-1
3	3	0.925	augustus-ctg114_pilon-processed-gene-6.62-mRNA-1	PE_Scaf4850_2.5	maker-ctg87_pilon-augustus-gene-13.43-mRNA-1
3	3	0.925	augustus-ctg379_pilon-processed-gene-0.41-mRNA-1	PE_Scaf12536_1.13	maker-ctg43_pilon-protein2genome-gene-6.0-mRNA-1
3	3	0.925	maker-ctg119_pilon-augustus-gene-8.0-mRNA-1	PE_Scaf12192_3.6	maker-ctg318_pilon-protein2genome-gene-4.48-mRNA-1
3	3	0.923	augustus-ctg104_pilon-processed-gene-0.12-mRNA-1	PE_Scaf530_6.4	maker-ctg1055_pilon-protein2genome-gene-0.5-mRNA-1
3	3	0.923	augustus-ctg348_pilon-processed-gene-2.26-mRNA-1	PE_Scaf6177_3.8	augustus-ctg53_pilon-processed-gene-16.3-mRNA-1
3	3	0.923	augustus-ctg640_pilon-processed-gene-1.91-mRNA-1	PE_Scaf1644_1.6	maker-ctg204_pilon-protein2genome-gene-6.99-mRNA-1
